"ID","MonthlyIncome"
986,2394.54997540294
987,1903.69799498825
988,5984.17065115755
989,10625.6169992293
990,2043.94141796387
991,6404.90092008442
992,2184.1848409395
993,6334.77920859661
994,5843.92722818193
995,5914.04893966974
996,6615.26605454786
997,2043.94141796387
998,14846.3330783743
999,9994.52159583904
1000,1903.69799498825
1001,6615.26605454786
1002,5843.92722818193
1003,6194.53578562099
1004,6895.75290049911
1005,2534.79339837856
1006,6124.41407413317
1007,1973.81970647606
1008,6194.53578562099
1009,18295.7103311533
1010,6404.90092008442
1011,10345.1301532781
1012,6334.77920859661
1013,6404.90092008442
1014,6264.6574971088
1015,6124.41407413317
1016,2394.54997540294
1017,2534.79339837856
1018,9854.27817286341
1019,9994.52159583904
1020,1833.57628350044
1021,6124.41407413317
1022,5984.17065115755
1023,5984.17065115755
1024,10906.1038451806
1025,14285.3593864718
1026,17945.1017737142
1027,6124.41407413317
1028,5843.92722818193
1029,5773.80551669411
1030,10835.9821336928
1031,5773.80551669411
1032,2534.79339837856
1033,9784.1564613756
1034,1903.69799498825
1035,6264.6574971088
1036,1903.69799498825
1037,5914.04893966974
1038,10275.0084417903
1039,9784.1564613756
1040,6264.6574971088
1041,2254.30655242731
1042,2254.30655242731
1043,9854.27817286341
1044,6755.50947752348
1045,2184.1848409395
1046,1903.69799498825
1047,5984.17065115755
1048,9994.52159583904
1049,2394.54997540294
1050,5984.17065115755
1051,11537.1992485709
1052,2394.54997540294
1053,6054.29236264536
1054,2254.30655242731
1055,2254.30655242731
1056,2254.30655242731
1057,5914.04893966974
1058,14355.4810979596
1059,6825.6311890113
1060,2254.30655242731
1061,6404.90092008442
1062,6124.41407413317
1063,6545.14434306005
1064,2043.94141796387
1065,6334.77920859661
1066,2184.1848409395
1067,3236.01051325668
1068,18786.5623115679
1069,5843.92722818193
1070,2114.06312945169
1071,2184.1848409395
1072,6404.90092008442
1073,1973.81970647606
1074,6194.53578562099
1075,5914.04893966974
1076,14776.2113668865
1077,18295.7103311533
1078,6194.53578562099
1079,6194.53578562099
1080,6825.6311890113
1081,2394.54997540294
1082,2114.06312945169
1083,1903.69799498825
1084,6545.14434306005
1085,9854.27817286341
1086,10555.4952877415
1087,5914.04893966974
1088,2254.30655242731
1089,2254.30655242731
1090,5914.04893966974
1091,5984.17065115755
1092,6545.14434306005
1093,9854.27817286341
1094,5984.17065115755
1095,5914.04893966974
1096,6054.29236264536
1097,3025.64537879324
1098,2254.30655242731
1099,2394.54997540294
1100,6194.53578562099
1101,17945.1017737142
1102,6054.29236264536
1103,6404.90092008442
1104,11607.3209600587
1105,2394.54997540294
1106,2394.54997540294
1107,2464.67168689075
1108,6194.53578562099
1109,5984.17065115755
1110,5914.04893966974
1111,6545.14434306005
1112,10134.7650188147
1113,10204.8867303025
1114,6755.50947752348
1115,10906.1038451806
1116,2394.54997540294
1117,6755.50947752348
1118,6194.53578562099
1119,10835.9821336928
1120,2394.54997540294
1121,10555.4952877415
1122,14706.0896553986
1123,6194.53578562099
1124,14355.4810979596
1125,1973.81970647606
1126,1903.69799498825
1127,2254.30655242731
1128,6124.41407413317
1129,14355.4810979596
1130,2114.06312945169
1131,9784.1564613756
1132,14285.3593864718
1133,6194.53578562099
1134,2114.06312945169
1135,2534.79339837856
1136,2254.30655242731
1137,3025.64537879324
1138,6194.53578562099
1139,10345.1301532781
1140,13794.5074060571
1141,6194.53578562099
1142,6194.53578562099
1143,11046.3472681562
1144,5773.80551669411
1145,6475.02263157223
1146,6054.29236264536
1147,5914.04893966974
1148,2114.06312945169
1149,2043.94141796387
1150,6264.6574971088
1151,2114.06312945169
1152,6054.29236264536
1153,6895.75290049911
1154,1903.69799498825
1155,6615.26605454786
1156,14285.3593864718
1157,2184.1848409395
1158,6545.14434306005
1159,2114.06312945169
1160,5984.17065115755
1161,2254.30655242731
1162,9854.27817286341
1163,2604.91510986637
1164,9994.52159583904
1165,2394.54997540294
1166,1973.81970647606
1167,10134.7650188147
1168,5914.04893966974
1169,2254.30655242731
1170,2394.54997540294
